ifa,age,dupl_age,workclass,dupl_workclass,fnlwgt,logfnl,empty,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23085a,48,48,Private,Private,101684,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
23148a,27,27,Private,Private,195337,,,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
23261a,37,37,Private,Private,178948,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
23301a,20,20,Private,Private,179423,,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,8,United-States,<=50K
24606a,49,49,Private,Private,126754,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
24910a,32,32,Private,Private,232855,,,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
25350a,24,24,Private,Private,433330,,,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
25678a,35,35,State-gov,State-gov,193241,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,40,United-States,<=50K
25820a,63,63,?,?,83043,,,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2179,45,United-States,<=50K
25903a,53,53,?,?,150393,,,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,1504,35,United-States,<=50K
26198a,42,42,Federal-gov,Federal-gov,53727,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,<=50K
26565a,43,43,Private,Private,240504,,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
26592a,43,43,Private,Private,183273,,,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,>50K
26901a,23,23,Private,Private,386337,,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,?,<=50K
27123a,38,38,Private,Private,186325,,,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,>50K
27653a,61,61,Private,Private,79827,,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
28052a,62,62,Private,Private,197918,,,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
28174a,49,49,State-gov,State-gov,269417,,,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,>50K
28215a,37,37,Self-emp-not-inc,Self-emp-not-inc,353298,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,50,United-States,>50K
28342a,26,26,Private,Private,198801,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
28596a,35,35,Private,Private,61518,,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
29159a,67,67,Without-pay,Without-pay,137192,,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,Philippines,<=50K
29922a,50,50,State-gov,State-gov,54709,,,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K
30294a,51,51,State-gov,State-gov,341548,,,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30774a,38,38,Federal-gov,Federal-gov,190895,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
30868a,32,32,Private,Private,143604,,,10th,6,,Other-service,Not-in-family,Black,Female,0,0,37,United-States,<=50K
30921a,21,21,Private,Private,211013,,,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,50,Mexico,<=50K
31060a,46,46,Private,Private,149949,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31090a,23,23,Private,Private,216672,,,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,?,<=50K
31707a,29,29,Private,Private,50295,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
31716a,22,22,State-gov,State-gov,124942,,,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
31928a,60,60,Private,Private,180418,,,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32270a,37,37,Private,Private,249720,,,Assoc-voc,11,,Sales,Unmarried,Black,Female,0,0,32,United-States,<=50K
32324a,32,32,Private,Private,188246,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32378a,28,28,Private,Private,180299,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
437a,34,34,Local-gov,Local-gov,284843,5.454605551,,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States,<=50K
491a,40,40,Private,Private,347934,5.54149687,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
535a,67,67,Private,Private,231559,5.364661665,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,United-States,>50K
690a,26,26,Private,Private,167350,5.223625717,,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
1035a,76,76,?,?,431192,5.634670695,,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
1291a,58,58,?,?,178660,5.25202733,,12th,8,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
1384a,19,19,Private,Private,119075,5.07582059,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
1818a,48,48,Private,Private,199739,5.300462871,,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
1945a,18,18,Local-gov,Local-gov,153405,5.185839515,,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,0,0,25,United-States,<=50K
2092a,29,29,?,?,410351,5.613155496,,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
2310a,64,64,State-gov,State-gov,201293,5.303828672,,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
3701a,53,53,Private,Private,123429,5.09141721,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
4023a,31,31,Private,Private,163303,5.212994163,,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
5075a,45,45,Private,Private,325390,5.512404202,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
5362a,18,18,Never-worked,Never-worked,206359,5.314623415,,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
6411a,18,18,Private,Private,79443,4.900055636,,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
6538a,28,28,Private,Private,176972,5.247904559,,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
6547a,26,26,Local-gov,Local-gov,177482,5.249154314,,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
6873a,52,52,Private,Private,204322,5.310315131,,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,<=50K
7138a,39,39,Private,Private,143445,5.156685415,,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K
7460a,40,40,Private,Private,48612,4.686743489,,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
8310a,46,46,Private,Private,148254,5.17100642,,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
8965a,22,22,Private,Private,199266,5.299433203,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
9482a,36,36,Private,Private,220511,5.343430259,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10167a,55,55,State-gov,State-gov,136819,5.136146412,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13884a,42,42,Private,Private,265698,,,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
13895a,48,48,Private,Private,174794,,,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
14044a,22,22,Private,Private,412316,,,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,0,0,40,?,<=50K
15371a,39,39,Private,Private,195253,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
15459a,56,56,Private,Private,346033,,,,5,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
15735a,51,51,Federal-gov,Federal-gov,215948,,,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,?,<=50K
16116a,28,28,Private,Private,410351,,,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
16931a,38,38,Private,Private,257250,,,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K
19097a,25,25,Private,Private,190418,,,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Canada,<=50K
19233a,32,32,Private,Private,54782,,,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
19497a,17,17,Private,Private,143791,,,10th,6,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
19757a,32,32,Self-emp-not-inc,Self-emp-not-inc,337696,,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
20089a,48,48,Self-emp-inc,Self-emp-inc,184787,,,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
20136a,38,38,Private,Private,217349,,,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,14344,0,40,United-States,>50K
20910a,77,77,Self-emp-not-inc,Self-emp-not-inc,71676,,,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,1944,1,United-States,<=50K
21189a,46,46,Private,Private,28419,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
21535a,18,18,Private,Private,192485,,,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K
21694a,50,50,Private,Private,171924,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States,>50K
21806a,63,63,?,?,146196,,,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
22431a,41,41,Local-gov,Local-gov,32185,,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22475a,34,34,Private,Private,198613,,,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,?,<=50K
23428a,30,30,Private,Private,169152,,,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
24241a,62,62,Private,Private,131117,,,7th-8th,4,Divorced,Tech-support,Unmarried,White,Female,0,0,38,Columbia,<=50K
24300a,39,39,?,?,361838,,,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,6,United-States,>50K
24309a,22,22,?,?,210802,,,Some-college,10,Never-married,?,Not-in-family,Black,Female,0,0,35,United-States,<=50K
24600a,26,26,Private,Private,206307,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24614a,47,47,Local-gov,Local-gov,51579,,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
24700a,52,52,Self-emp-not-inc,Self-emp-not-inc,174752,,,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24827a,39,39,State-gov,State-gov,183092,,,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
25694a,49,49,Private,Private,175070,,,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
25993a,56,56,Private,Private,213105,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,>50K
27975a,33,33,Private,Private,173858,,,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
28113a,61,61,?,?,158712,,,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,,United-States,<=50K
28640a,36,36,Private,Private,266461,,,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,48,United-States,<=50K
28930a,51,51,State-gov,State-gov,193720,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
29041a,34,34,?,?,222548,,,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,4,United-States,<=50K
29068a,23,23,Private,Private,214120,,,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,United-States,<=50K
29140a,40,40,Self-emp-not-inc,Self-emp-not-inc,34007,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
29188a,31,31,Private,Private,178370,,,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,,United-States,>50K
30087a,26,26,Private,Private,340335,,,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30527a,38,38,Private,Private,226357,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31171a,55,55,Private,Private,266343,,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,<=50K
31600a,28,28,Private,Private,190350,,,,5,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,United-States,<=50K
32381a,48,48,State-gov,State-gov,224474,,,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
53a,47,47,Private,Private,51835,4.714623103,,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,>50K
180a,33,33,Private,Private,37274,4.571406001,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
215a,54,54,Self-emp-inc,Self-emp-inc,125417,5.098356408,,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
299a,24,24,Private,Private,278130,5.444247836,,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
478a,22,22,Private,Private,281432,5.449373477,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
1581a,26,26,Private,Private,266912,5.4263681,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
1761a,42,42,Private,Private,251795,5.401047102,,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
1801a,28,28,Private,Private,186792,5.271358272,,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2238a,37,37,State-gov,State-gov,160402,5.205209779,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
2457a,60,60,Self-emp-not-inc,Self-emp-not-inc,224377,5.350978337,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
2826a,38,38,Private,Private,187264,5.272454296,,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,<=50K
2970a,27,27,Private,Private,85625,4.932600585,,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
3742a,37,37,Private,Private,185359,5.268013678,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
3800a,28,28,Private,Private,132870,5.123426935,,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
4042a,44,44,Federal-gov,Federal-gov,404599,5.607024805,,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
4402a,48,48,Local-gov,Local-gov,31264,4.495044542,,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,5178,0,40,United-States,>50K
4771a,18,18,Private,Private,130849,5.116770408,,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
5222a,18,18,Private,Private,300379,5.477669567,,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,<=50K
5294a,35,35,Self-emp-not-inc,Self-emp-not-inc,319831,5.504920556,,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
5764a,20,20,Private,Private,190457,5.279796939,,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
5771a,24,24,Private,Private,248533,5.395384062,,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
6483a,37,37,Self-emp-not-inc,Self-emp-not-inc,48063,4.681810875,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
6736a,44,44,State-gov,State-gov,111483,5.047208647,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
7060a,45,45,Private,Private,281565,5.449578669,,HS-grad,9,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,50,South,<=50K
7128a,25,25,Private,Private,235795,5.372534592,,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
7241a,26,26,Private,Private,49092,4.691010726,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
7245a,22,22,Federal-gov,Federal-gov,216129,5.334713044,,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
7329a,45,45,Private,Private,112929,5.052805482,,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,35,United-States,<=50K
7396a,50,50,Self-emp-not-inc,Self-emp-not-inc,36480,4.56205483,,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
7804a,55,55,Private,Private,127014,5.103851593,,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
7941a,24,24,Private,Private,48343,4.684333598,,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8544a,62,62,?,?,191188,5.28146063,,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
8813a,37,37,Private,Private,134088,5.127389913,,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8859a,40,40,Private,Private,186916,5.271646479,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
10142a,24,24,Private,Private,329408,5.517734142,,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
10173a,68,68,Self-emp-inc,Self-emp-inc,140852,5.148763018,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
10447a,51,51,Federal-gov,Federal-gov,237819,5.376246549,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
