ifa,age
2591a,50.0
6072a,57.0
1675a,47.0
25743a,40.0
21020a,51.0
3107a,42.0
12990a,22.0
9857a,40.0
27372a,47.0
2069a,37.0
31053a,20.0
11811a,33.0
4121a,54.0
22371a,49.0
31181a,75.0
9547a,60.0
2729a,19.0
19206a,28.0
26195a,51.0
18443a,35.0
6299a,70.0
25775a,31.0
17192a,30.0
15126a,41.0
11162a,24.0
25026a,60.0
26998a,22.0
22358a,51.0
23189a,30.0
24609a,30.0
21181a,38.0
13895a,48.0
4462a,20.0
32137a,37.0
12075a,33.0
25487a,22.0
26544a,41.0
24844a,58.0
31556a,29.0
539a,31.0
27433a,30.0
7575a,20.0
27671a,61.0
14570a,31.0
26325a,18.0
12811a,47.0
50a,29.0
18557a,26.0
30811a,28.0
20102a,54.0
20315a,23.0
1202a,30.0
14275a,22.0
14244a,41.0
30247a,49.0
23851a,37.0
13501a,59.0
22879a,35.0
25737a,51.0
24520a,37.0
23645a,42.0
13761a,18.0
12421a,41.0
7523a,54.0
29383a,26.0
745a,17.0
20898a,33.0
10280a,28.0
32068a,37.0
5045a,55.0
22071a,41.0
11884a,44.0
25520a,17.0
12432a,43.0
27272a,31.0
31640a,52.0
11323a,58.0
13112a,50.0
15141a,32.0
6555a,40.0
6452a,37.0
8555a,43.0
14796a,59.0
20240a,43.0
32224a,31.0
16247a,35.0
912a,38.0
14104a,20.0
17357a,43.0
22405a,28.0
30176a,21.0
1709a,24.0
20711a,31.0
570a,47.0
21601a,33.0
19754a,33.0
26432a,68.0
27335a,56.0
31142a,53.0
21380a,26.0
32391a,60.0
23574a,71.0
31693a,48.0
26379a,59.0
10331a,36.0
1646a,71.0
27374a,70.0
2139a,46.0
30095a,65.0
25773a,63.0
25602a,40.0
11195a,17.0
24827a,39.0
294a,21.0
5578a,59.0
23184a,39.0
17544a,37.0
18386a,43.0
26767a,49.0
25941a,24.0
16754a,29.0
11256a,30.0
13000a,31.0
7156a,52.0
31322a,59.0
27876a,55.0
31246a,63.0
1602a,57.0
26763a,23.0
28655a,31.0
25664a,39.0
1075a,17.0
16125a,51.0
29172a,45.0
28263a,28.0
31692a,26.0
22257a,21.0
16529a,36.0
2209a,34.0
15508a,47.0
32140a,47.0
22928a,25.0
10511a,35.0
11367a,37.0
20312a,38.0
30429a,45.0
4518a,47.0
22336a,39.0
11084a,49.0
22596a,50.0
28166a,38.0
17052a,61.0
18453a,61.0
31100a,37.0
26255a,43.0
15882a,30.0
13326a,33.0
2016a,31.0
22500a,40.0
5666a,72.0
10282a,17.0
17166a,44.0
25440a,32.0
9901a,43.0
10084a,29.0
12278a,24.0
20264a,26.0
22704a,47.0
19324a,45.0
17032a,24.0
28387a,33.0
22146a,36.0
12221a,50.0
18327a,22.0
20903a,34.0
27505a,51.0
1422a,40.0
13329a,49.0
14328a,75.0
13612a,27.0
6005a,52.0
16822a,31.0
5692a,59.0
3086a,20.0
5856a,73.0
19249a,23.0
6952a,26.0
23812a,19.0
10954a,31.0
12391a,34.0
19427a,31.0
27060a,59.0
27881a,36.0
17785a,35.0
12365a,43.0
1619a,32.0
28287a,52.0
24020a,17.0
26351a,33.0
3728a,30.0
23994a,28.0
22630a,47.0
13245a,33.0
5417a,74.0
28078a,34.0
573a,17.0
24065a,50.0
26935a,24.0
20257a,33.0
8227a,35.0
20358a,35.0
22352a,33.0
27646a,59.0
17286a,29.0
27134a,55.0
22192a,27.0
8108a,45.0
9780a,42.0
10461a,58.0
31269a,43.0
29453a,38.0
23530a,41.0
13230a,53.0
15104a,50.0
7625a,43.0
18305a,41.0
12246a,27.0
15414a,44.0
842a,35.0
1571a,19.0
6924a,30.0
15980a,48.0
18687a,47.0
4485a,59.0
1768a,32.0
2184a,35.0
18531a,44.0
27682a,19.0
21913a,44.0
5072a,68.0
2313a,26.0
10454a,48.0
836a,55.0
14289a,51.0
11093a,40.0
4010a,59.0
25587a,33.0
29185a,29.0
13793a,46.0
17603a,62.0
15877a,42.0
8628a,70.0
14832a,48.0
17864a,20.0
14172a,34.0
16001a,27.0
30195a,66.0
31730a,34.0
29739a,31.0
32002a,51.0
3407a,31.0
13797a,39.0
21466a,21.0
30606a,28.0
3056a,34.0
27850a,22.0
409a,28.0
31908a,48.0
3950a,45.0
30114a,33.0
19939a,30.0
230a,65.0
25858a,43.0
29908a,35.0
26794a,17.0
14402a,37.0
11823a,26.0
15569a,31.0
27303a,33.0
16640a,39.0
21998a,34.0
29181a,20.0
9587a,43.0
24453a,33.0
7670a,58.0
25257a,58.0
17004a,53.0
19451a,44.0
7299a,21.0
9921a,47.0
10059a,23.0
20279a,50.0
25713a,52.0
9540a,52.0
19207a,17.0
983a,23.0
2341a,27.0
29087a,39.0
19810a,35.0
24544a,23.0
10939a,28.0
28470a,54.0
14647a,19.0
11592a,27.0
7709a,44.0
25824a,31.0
16623a,42.0
30979a,41.0
8332a,21.0
30890a,17.0
597a,23.0
27776a,57.0
20669a,51.0
22059a,26.0
21357a,77.0
26451a,24.0
31839a,34.0
11470a,37.0
20689a,43.0
17502a,55.0
2851a,37.0
32507a,38.0
10000a,39.0
14737a,49.0
18188a,46.0
19658a,49.0
19183a,53.0
18486a,56.0
2493a,26.0
16300a,22.0
5238a,21.0
2329a,56.0
3058a,69.0
19341a,22.0
32476a,22.0
13256a,65.0
2100a,61.0
27007a,32.0
30739a,28.0
26317a,18.0
8875a,45.0
10623a,20.0
18047a,31.0
21676a,24.0
10724a,19.0
1885a,27.0
9793a,35.0
14403a,25.0
7088a,45.0
31214a,23.0
27269a,35.0
14047a,61.0
8131a,59.0
1780a,43.0
855a,48.0
29794a,48.0
30991a,33.0
17368a,48.0
7861a,30.0
17896a,44.0
629a,33.0
31525a,51.0
2269a,44.0
27749a,40.0
5791a,35.0
30271a,24.0
24873a,28.0
605a,35.0
25216a,46.0
21322a,34.0
25211a,29.0
10767a,34.0
17134a,31.0
8762a,47.0
3485a,42.0
14691a,19.0
28694a,32.0
15665a,46.0
9232a,33.0
7566a,34.0
28042a,48.0
30765a,30.0
11868a,26.0
25369a,57.0
24734a,23.0
29555a,48.0
8932a,20.0
23910a,22.0
28643a,30.0
4465a,73.0
17271a,24.0
32084a,51.0
16353a,54.0
20243a,48.0
8518a,29.0
18539a,36.0
22450a,37.0
19148a,44.0
26878a,23.0
21315a,26.0
23954a,22.0
25741a,41.0
25642a,52.0
15312a,41.0
23404a,39.0
20794a,51.0
22481a,17.0
29145a,56.0
22148a,27.0
4043a,39.0
13404a,24.0
20122a,40.0
19406a,47.0
11882a,56.0
13443a,20.0
21848a,19.0
8428a,19.0
31996a,30.0
17609a,37.0
31401a,50.0
15823a,24.0
32287a,28.0
63a,48.0
12520a,33.0
9462a,22.0
8458a,23.0
13590a,29.0
5360a,54.0
21233a,51.0
821a,48.0
14338a,43.0
9368a,17.0
28604a,75.0
27019a,65.0
7622a,44.0
23903a,35.0
20450a,32.0
9339a,27.0
3669a,45.0
28037a,31.0
16724a,21.0
29439a,30.0
31951a,35.0
16862a,69.0
1180a,24.0
9665a,52.0
16189a,58.0
26905a,26.0
10581a,48.0
21008a,61.0
21638a,55.0
12289a,41.0
14630a,57.0
19171a,52.0
20490a,51.0
16224a,30.0
17386a,39.0
16148a,41.0
28484a,32.0
10571a,21.0
10542a,19.0
27795a,19.0
4948a,49.0
23127a,40.0
1896a,42.0
26474a,34.0
9316a,44.0
5073a,61.0
24833a,26.0
2596a,35.0
16431a,57.0
13296a,81.0
21694a,50.0
18335a,43.0
569a,29.0
29198a,27.0
1409a,37.0
1229a,50.0
32532a,30.0
17454a,39.0
20364a,47.0
24172a,50.0
21168a,40.0
18099a,45.0
196a,23.0
14310a,43.0
19007a,42.0
18969a,27.0
15016a,48.0
10291a,54.0
5435a,27.0
12596a,49.0
7701a,33.0
24097a,39.0
22437a,31.0
1131a,30.0
14368a,46.0
31533a,23.0
5986a,58.0
30258a,23.0
21251a,32.0
18983a,44.0
1398a,54.0
5965a,34.0
11995a,40.0
9999a,37.0
17654a,34.0
17505a,39.0
12220a,58.0
20403a,26.0
23031a,18.0
2882a,28.0
31368a,58.0
13981a,40.0
29829a,56.0
28001a,30.0
6906a,60.0
3653a,44.0
24276a,26.0
27552a,20.0
18926a,56.0
24189a,50.0
15869a,26.0
4071a,""
30567a,47.0
3484a,41.0
23244a,23.0
20629a,25.0
18603a,29.0
25523a,66.0
8043a,22.0
15178a,44.0
913a,53.0
10680a,18.0
25351a,25.0
18888a,37.0
12156a,53.0
24314a,40.0
18053a,54.0
8024a,42.0
21097a,20.0
14270a,34.0
15477a,20.0
2423a,29.0
27030a,60.0
8561a,32.0
26691a,48.0
15008a,39.0
3022a,57.0
31648a,43.0
28859a,62.0
9957a,51.0
24588a,17.0
26665a,36.0
16055a,42.0
12585a,42.0
7336a,40.0
1684a,50.0
10093a,22.0
2476a,23.0
23520a,46.0
27989a,59.0
2511a,42.0
6985a,36.0
20818a,55.0
822a,31.0
9041a,28.0
7947a,29.0
31557a,18.0
31391a,61.0
17724a,18.0
6264a,42.0
24117a,20.0
30671a,50.0
710a,18.0
14397a,39.0
14364a,23.0
23505a,31.0
22137a,25.0
5689a,41.0
20964a,24.0
13092a,17.0
21593a,41.0
8741a,30.0
25389a,27.0
2099a,52.0
7464a,68.0
24989a,43.0
10370a,38.0
7162a,24.0
13570a,19.0
22764a,22.0
18558a,68.0
10397a,60.0
21898a,25.0
27638a,39.0
6369a,22.0
17932a,49.0
23606a,20.0
3453a,25.0
9326a,46.0
5889a,64.0
6267a,31.0
1391a,27.0
14485a,25.0
25562a,24.0
21045a,60.0
4612a,41.0
13684a,32.0
1410a,33.0
6918a,24.0
23827a,28.0
1645a,55.0
2858a,28.0
22774a,41.0
20950a,36.0
17903a,67.0
19610a,32.0
3771a,40.0
12868a,35.0
20371a,56.0
27214a,44.0
28553a,59.0
9813a,44.0
29966a,36.0
18341a,53.0
23174a,19.0
8733a,22.0
4638a,40.0
107a,17.0
9200a,35.0
10666a,24.0
24824a,44.0
23172a,42.0
32453a,32.0
10007a,29.0
9985a,28.0
27005a,32.0
5587a,32.0
24394a,23.0
22065a,36.0
20766a,55.0
10402a,56.0
27322a,22.0
32437a,37.0
3571a,35.0
15027a,23.0
8793a,57.0
7374a,35.0
3284a,40.0
1004a,23.0
15446a,24.0
6595a,44.0
28238a,20.0
11338a,32.0
9553a,41.0
18467a,64.0
25973a,26.0
397a,45.0
23141a,44.0
24163a,22.0
29757a,42.0
5200a,42.0
18571a,32.0
3683a,38.0
1427a,45.0
27615a,63.0
16518a,31.0
27085a,29.0
19261a,29.0
5867a,51.0
20246a,41.0
18672a,45.0
19756a,31.0
18106a,25.0
18909a,55.0
130a,39.0
31512a,31.0
22856a,23.0
25514a,29.0
6634a,33.0
28642a,27.0
21816a,22.0
3279a,59.0
5593a,30.0
7443a,24.0
31300a,42.0
31263a,22.0
18445a,39.0
24019a,52.0
29799a,32.0
9073a,37.0
27830a,36.0
15961a,65.0
29822a,32.0
26030a,52.0
13722a,31.0
6383a,58.0
7569a,26.0
9772a,24.0
27103a,55.0
14184a,31.0
26092a,27.0
23918a,37.0
27916a,51.0
2125a,47.0
29370a,62.0
17238a,59.0
18330a,39.0
29547a,25.0
9882a,53.0
4745a,36.0
783a,40.0
11231a,66.0
8585a,53.0
8790a,56.0
14554a,37.0
2730a,21.0
29446a,23.0
21451a,23.0
26419a,32.0
16208a,26.0
25787a,62.0
21598a,38.0
26514a,63.0
30501a,30.0
1481a,43.0
26963a,17.0
17091a,32.0
13018a,27.0
13697a,82.0
1857a,44.0
868a,17.0
3999a,37.0
14793a,31.0
24684a,45.0
1297a,21.0
16619a,23.0
9674a,49.0
19433a,24.0
30388a,33.0
20813a,20.0
30849a,17.0
27938a,21.0
15555a,22.0
28319a,38.0
18015a,36.0
17363a,30.0
15132a,53.0
4926a,28.0
6589a,25.0
10894a,23.0
9795a,36.0
15609a,28.0
19693a,26.0
27395a,35.0
20104a,24.0
18028a,64.0
24237a,37.0
16872a,35.0
21969a,62.0
21635a,38.0
26739a,19.0
25489a,26.0
29814a,34.0
17273a,33.0
8894a,52.0
28473a,51.0
81a,18.0
28433a,27.0
15809a,34.0
24674a,29.0
11116a,47.0
4734a,29.0
18287a,54.0
6609a,37.0
10964a,52.0
3185a,54.0
19589a,27.0
8310a,46.0
22935a,20.0
18454a,51.0
7635a,62.0
24574a,35.0
3725a,38.0
278a,35.0
23429a,34.0
22004a,72.0
10008a,27.0
10450a,17.0
18297a,39.0
15404a,23.0
19742a,48.0
23649a,46.0
18679a,70.0
11551a,21.0
23673a,41.0
21536a,25.0
26539a,28.0
16534a,25.0
1317a,35.0
20959a,52.0
24472a,51.0
6531a,40.0
3761a,37.0
1053a,30.0
8754a,31.0
7084a,38.0
24803a,17.0
24508a,57.0
7232a,30.0
4943a,17.0
16967a,47.0
1971a,35.0
32038a,45.0
9519a,25.0
19629a,36.0
11733a,76.0
28111a,34.0
5458a,34.0
12759a,47.0
8352a,61.0
6919a,24.0
26480a,33.0
12331a,59.0
396a,44.0
31297a,20.0
13042a,53.0
7968a,28.0
773a,31.0
5179a,41.0
23572a,53.0
30075a,30.0
10585a,27.0
17731a,33.0
16991a,32.0
23771a,39.0
24413a,60.0
2379a,25.0
20283a,50.0
28525a,73.0
27094a,18.0
1761a,42.0
2786a,54.0
8071a,19.0
24142a,41.0
32433a,36.0
28015a,27.0
1159a,26.0
21100a,22.0
30934a,25.0
11943a,25.0
2459a,29.0
29365a,40.0
17042a,24.0
2163a,17.0
20714a,55.0
4832a,56.0
16006a,54.0
21994a,57.0
32334a,37.0
31351a,27.0
22710a,21.0
14416a,64.0
7211a,63.0
29521a,35.0
29503a,25.0
1453a,17.0
26487a,51.0
24924a,68.0
29358a,50.0
21566a,28.0
20635a,45.0
15085a,40.0
19559a,43.0
23082a,47.0
15416a,46.0
22942a,44.0
10177a,37.0
27847a,20.0
8281a,55.0
21556a,50.0
12149a,33.0
9490a,46.0
25057a,18.0
18120a,64.0
8091a,34.0
23730a,41.0
22897a,19.0
9003a,25.0
18593a,25.0
31833a,30.0
31768a,19.0
651a,20.0
30274a,32.0
30133a,25.0
26101a,40.0
12034a,40.0
3636a,26.0
736a,35.0
18257a,20.0
12608a,17.0
15068a,51.0
5826a,49.0
362a,62.0
17176a,20.0
4237a,75.0
15718a,37.0
28145a,21.0
32319a,34.0
11434a,26.0
8210a,35.0
20350a,44.0
13647a,62.0
32442a,53.0
1130a,28.0
15995a,50.0
20935a,29.0
18617a,33.0
1169a,""
25903a,53.0
31248a,53.0
8591a,27.0
25792a,27.0
23763a,31.0
16142a,33.0
27825a,42.0
10916a,56.0
17717a,29.0
17231a,42.0
27652a,43.0
28100a,40.0
10744a,28.0
9411a,19.0
12445a,34.0
16983a,51.0
14711a,23.0
7744a,20.0
20422a,82.0
17255a,63.0
1310a,49.0
19043a,31.0
5406a,57.0
2637a,21.0
26741a,30.0
20566a,25.0
24007a,29.0
1491a,32.0
25899a,26.0
30783a,28.0
949a,43.0
5841a,22.0
30209a,17.0
8573a,35.0
30364a,69.0
7167a,39.0
24882a,48.0
7605a,65.0
11342a,42.0
25928a,25.0
11669a,28.0
32315a,18.0
17922a,37.0
24829a,29.0
20024a,43.0
26273a,19.0
23798a,30.0
907a,37.0
15573a,34.0
19613a,18.0
31849a,51.0
21504a,35.0
8586a,38.0
32099a,45.0
19555a,30.0
9100a,21.0
10470a,48.0
28981a,45.0
13a,23.0
21610a,29.0
6431a,29.0
9397a,54.0
24357a,67.0
13219a,36.0
20993a,54.0
28171a,43.0
23374a,17.0
21128a,25.0
14055a,29.0
763a,34.0
6641a,18.0
1911a,38.0
15462a,57.0
11977a,30.0
18376a,21.0
1365a,31.0
6169a,23.0
15722a,45.0
12854a,37.0
17867a,21.0
29036a,45.0
29195a,39.0
11101a,42.0
13318a,49.0
5158a,49.0
13062a,40.0
17693a,48.0
2788a,20.0
19988a,45.0
19440a,22.0
16648a,49.0
5529a,43.0
22983a,21.0
18425a,35.0
31098a,56.0
28752a,51.0
6333a,66.0
22045a,52.0
125a,19.0
3275a,52.0
10590a,32.0
29153a,20.0
32515a,40.0
28856a,21.0
16474a,42.0
12621a,43.0
7201a,35.0
20406a,26.0
29048a,31.0
24033a,30.0
6620a,33.0
13668a,22.0
8584a,49.0
9194a,21.0
18293a,55.0
21677a,48.0
18256a,30.0
8862a,42.0
11275a,20.0
18200a,31.0
22631a,50.0
20683a,68.0
15210a,25.0
2205a,31.0
16268a,35.0
10219a,52.0
12058a,36.0
24166a,19.0
9048a,32.0
13887a,50.0
20274a,36.0
97a,48.0
28475a,69.0
30690a,27.0
6445a,51.0
25825a,35.0
14058a,24.0
12229a,40.0
8734a,25.0
3326a,39.0
10780a,23.0
4792a,44.0
5627a,43.0
25849a,42.0
27156a,30.0
28154a,67.0
8305a,40.0
30954a,34.0
15478a,61.0
32201a,25.0
31102a,22.0
5978a,29.0
15579a,36.0
9922a,44.0
16926a,41.0
26038a,29.0
22886a,20.0
27366a,42.0
29692a,36.0
18351a,44.0
27211a,37.0
23692a,41.0
3161a,43.0
2709a,46.0
3946a,38.0
17240a,33.0
10564a,23.0
24597a,62.0
16446a,52.0
8776a,20.0
18762a,41.0
7785a,24.0
28912a,20.0
13194a,66.0
11683a,56.0
6092a,55.0
14327a,48.0
8401a,26.0
32242a,45.0
2913a,40.0
10025a,49.0
4665a,22.0
11576a,39.0
7919a,37.0
26192a,31.0
17342a,43.0
23694a,22.0
21689a,22.0
24702a,48.0
846a,43.0
12000a,40.0
28409a,27.0
28048a,38.0
8660a,32.0
7631a,20.0
29682a,49.0
1467a,35.0
27711a,52.0
11607a,30.0
12264a,34.0
12487a,59.0
9801a,44.0
4353a,28.0
16077a,57.0
9450a,55.0
23364a,23.0
1114a,69.0
23036a,40.0
5470a,19.0
27033a,33.0
17457a,33.0
16938a,23.0
11652a,34.0
21290a,57.0
5732a,47.0
11518a,23.0
17407a,37.0
11236a,35.0
29884a,29.0
3087a,44.0
8627a,22.0
17337a,55.0
21916a,37.0
23269a,36.0
6697a,22.0
14594a,27.0
15540a,35.0
10999a,65.0
17556a,30.0
23324a,35.0
27408a,31.0
9713a,30.0
13917a,69.0
31706a,51.0
22487a,65.0
5110a,52.0
10905a,39.0
9885a,50.0
6727a,28.0
28465a,37.0
4113a,38.0
29158a,38.0
31634a,26.0
1407a,30.0
9128a,41.0
19363a,23.0
19641a,28.0
7691a,34.0
12040a,39.0
3088a,46.0
17528a,28.0
6889a,17.0
7454a,31.0
3060a,40.0
9049a,27.0
19058a,43.0
20728a,20.0
9145a,25.0
12358a,30.0
15320a,21.0
20167a,27.0
8250a,44.0
24621a,36.0
24432a,25.0
7062a,19.0
5403a,26.0
12847a,46.0
27405a,61.0
20327a,26.0
22461a,48.0
13123a,27.0
8803a,50.0
1534a,49.0
16271a,61.0
13497a,34.0
14921a,37.0
13615a,22.0
16699a,38.0
2114a,57.0
6258a,40.0
13644a,30.0
23078a,56.0
16514a,75.0
17491a,69.0
32381a,48.0
29744a,22.0
21588a,27.0
24666a,37.0
28492a,49.0
12942a,18.0
23044a,26.0
1584a,39.0
26555a,35.0
27074a,51.0
3816a,20.0
14783a,57.0
15124a,30.0
26764a,63.0
25946a,39.0
5671a,30.0
20043a,68.0
19593a,28.0
9338a,27.0
23979a,39.0
16364a,45.0
26412a,60.0
29200a,19.0
20110a,44.0
29975a,44.0
7850a,24.0
1273a,28.0
2700a,40.0
6859a,41.0
27396a,36.0
6190a,32.0
16877a,37.0
3299a,25.0
19489a,32.0
7011a,37.0
18625a,42.0
26103a,24.0
1113a,37.0
18043a,38.0
16414a,49.0
134a,37.0
402a,28.0
30885a,57.0
18901a,44.0
30531a,57.0
2268a,32.0
9739a,29.0
3121a,54.0
5205a,30.0
22400a,46.0
9109a,54.0
12327a,59.0
17886a,58.0
1475a,22.0
29848a,49.0
29012a,34.0
12052a,33.0
16255a,46.0
20433a,59.0
26104a,33.0
29948a,38.0
19336a,52.0
29823a,47.0
12752a,40.0
30656a,23.0
12119a,56.0
31579a,36.0
11555a,30.0
2889a,34.0
28847a,39.0
19564a,51.0
22227a,37.0
28716a,57.0
14423a,42.0
15118a,49.0
6579a,51.0
13309a,45.0
3091a,40.0
4304a,37.0
7431a,56.0
24254a,44.0
12933a,60.0
27140a,25.0
22494a,59.0
5203a,41.0
10315a,39.0
24039a,28.0
14552a,22.0
32375a,23.0
29381a,25.0
151a,47.0
5943a,26.0
9446a,36.0
6524a,30.0
13247a,19.0
20170a,41.0
14689a,17.0
26643a,36.0
29078a,33.0
15489a,43.0
13654a,38.0
26824a,36.0
18663a,64.0
9781a,49.0
16594a,61.0
13161a,30.0
18056a,28.0
29056a,43.0
30874a,52.0
7928a,30.0
7099a,32.0
5672a,32.0
26107a,48.0
24695a,17.0
19739a,27.0
21306a,18.0
31283a,29.0
17611a,61.0
12753a,42.0
3492a,33.0
15949a,54.0
2571a,54.0
28984a,33.0
7356a,37.0
17346a,65.0
4798a,46.0
31569a,28.0
30201a,36.0
25337a,54.0
19447a,35.0
20708a,20.0
24383a,27.0
10803a,52.0
22238a,62.0
14344a,64.0
10611a,38.0
14918a,35.0
6640a,43.0
12570a,25.0
19542a,37.0
6864a,26.0
1309a,43.0
7657a,40.0
32539a,38.0
2912a,24.0
30513a,28.0
4435a,38.0
299a,24.0
9172a,21.0
7699a,58.0
12627a,25.0
6443a,55.0
28688a,58.0
25704a,19.0
20078a,35.0
5354a,34.0
31538a,23.0
13838a,33.0
22427a,17.0
858a,59.0
13285a,65.0
25352a,55.0
27810a,30.0
26294a,30.0
24980a,34.0
6212a,41.0
18122a,45.0
7922a,29.0
20332a,22.0
3806a,19.0
24536a,17.0
29726a,43.0
8605a,43.0
12937a,69.0
10800a,45.0
1433a,32.0
25479a,43.0
31858a,40.0
4515a,37.0
565a,52.0
21294a,35.0
30578a,41.0
136a,38.0
23792a,48.0
32214a,28.0
23737a,32.0
1242a,55.0
17422a,41.0
2590a,46.0
25404a,42.0
19244a,40.0
12484a,25.0
28021a,66.0
26984a,36.0
5387a,23.0
23604a,21.0
28651a,38.0
24153a,21.0
4203a,59.0
10592a,26.0
3017a,40.0
19482a,23.0
4564a,25.0
12301a,42.0
29720a,44.0
3378a,39.0
24797a,20.0
16864a,35.0
17014a,41.0
10777a,54.0
1560a,21.0
28049a,27.0
31619a,42.0
12522a,39.0
26410a,41.0
20791a,24.0
1951a,44.0
1909a,26.0
30537a,28.0
5950a,24.0
12134a,35.0
13634a,68.0
11033a,33.0
29545a,33.0
18587a,54.0
11945a,42.0
19700a,44.0
29403a,69.0
25469a,27.0
21232a,64.0
1825a,51.0
24554a,30.0
3405a,41.0
11350a,21.0
5023a,42.0
14090a,59.0
25028a,42.0
23849a,43.0
4273a,22.0
13274a,33.0
21622a,30.0
6025a,52.0
3667a,51.0
5022a,44.0
21933a,36.0
30547a,47.0
8716a,62.0
6328a,24.0
6413a,17.0
10184a,21.0
10720a,36.0
2018a,57.0
3151a,38.0
12676a,22.0
4321a,26.0
18985a,61.0
21079a,29.0
2115a,25.0
29183a,44.0
30462a,34.0
7659a,43.0
12414a,27.0
4154a,47.0
28351a,23.0
1073a,37.0
12739a,29.0
13054a,24.0
15383a,51.0
8717a,22.0
3833a,24.0
3819a,40.0
18897a,48.0
28140a,54.0
18696a,45.0
18810a,41.0
28151a,46.0
7958a,26.0
26383a,47.0
8413a,31.0
11354a,41.0
19588a,61.0
24241a,62.0
22019a,22.0
23450a,23.0
32378a,28.0
32313a,34.0
23999a,55.0
11915a,57.0
22332a,30.0
499a,26.0
10183a,39.0
8617a,23.0
29936a,31.0
11331a,52.0
18342a,38.0
12991a,48.0
29760a,46.0
3660a,30.0
12384a,45.0
16811a,31.0
22810a,34.0
18705a,27.0
21533a,25.0
20534a,44.0
28441a,20.0
16041a,29.0
27943a,27.0
6319a,29.0
10407a,31.0
20842a,51.0
31903a,34.0
11346a,28.0
22970a,44.0
13709a,57.0
3562a,47.0
19454a,26.0
2740a,41.0
14160a,""
24057a,27.0
15468a,32.0
3984a,64.0
7063a,31.0
4179a,49.0
6910a,40.0
28893a,26.0
2290a,42.0
21485a,19.0
3544a,43.0
4441a,40.0
3214a,74.0
17857a,57.0
12593a,51.0
16553a,25.0
11406a,17.0
22793a,30.0
26303a,42.0
29193a,52.0
14895a,50.0
22222a,33.0
18005a,46.0
1618a,26.0
18673a,42.0
14319a,27.0
8675a,41.0
28055a,34.0
27309a,50.0
9267a,53.0
11252a,29.0
232a,41.0
31672a,40.0
16202a,51.0
3097a,22.0
17784a,24.0
32478a,49.0
15992a,28.0
12632a,36.0
30523a,57.0
22727a,41.0
5793a,45.0
10897a,36.0
22976a,28.0
5974a,32.0
6521a,34.0
19286a,46.0
20860a,38.0
17748a,38.0
27935a,34.0
25432a,43.0
28480a,25.0
26090a,57.0
14734a,45.0
29612a,47.0
1867a,23.0
26913a,32.0
11839a,23.0
26072a,39.0
2706a,40.0
14408a,36.0
32550a,43.0
8768a,36.0
22519a,54.0
3165a,41.0
31010a,31.0
12397a,35.0
14871a,70.0
6427a,42.0
11643a,19.0
14807a,48.0
26678a,60.0
20800a,40.0
7373a,26.0
5448a,20.0
22193a,18.0
28608a,40.0
31341a,24.0
17235a,57.0
10972a,58.0
19382a,53.0
28133a,48.0
5365a,43.0
12514a,28.0
14549a,24.0
24753a,20.0
3124a,42.0
5460a,36.0
28247a,47.0
12496a,45.0
11888a,44.0
29662a,37.0
2944a,28.0
25726a,32.0
7246a,37.0
3749a,35.0
26033a,35.0
4202a,34.0
14868a,29.0
20659a,36.0
2854a,28.0
21979a,41.0
19396a,30.0
21695a,19.0
9191a,44.0
2207a,45.0
29118a,34.0
21112a,39.0
5618a,26.0
6736a,44.0
8906a,26.0
7935a,43.0
32475a,36.0
22061a,67.0
20620a,26.0
2620a,40.0
2047a,23.0
31792a,46.0
27249a,26.0
21374a,50.0
22950a,38.0
12645a,39.0
1874a,32.0
20130a,41.0
15921a,35.0
19523a,38.0
30368a,18.0
31191a,21.0
14124a,41.0
16809a,29.0
24443a,54.0
32259a,51.0
22778a,28.0
17619a,25.0
9966a,29.0
29890a,22.0
1565a,42.0
14478a,31.0
321a,39.0
14028a,34.0
16882a,24.0
199a,35.0
26321a,45.0
9620a,34.0
24462a,49.0
28878a,43.0
12802a,26.0
11690a,26.0
11463a,25.0
10797a,29.0
524a,37.0
19408a,23.0
3897a,57.0
30324a,21.0
24775a,51.0
11918a,30.0
12825a,36.0
25813a,64.0
29009a,41.0
21613a,31.0
6923a,41.0
29952a,17.0
4088a,36.0
14105a,80.0
29789a,34.0
7170a,54.0
32418a,20.0
22011a,33.0
4845a,25.0
2605a,18.0
13511a,57.0
21202a,26.0
25253a,24.0
2437a,31.0
20303a,20.0
6536a,25.0
9453a,19.0
22720a,26.0
17306a,52.0
32161a,23.0
29827a,36.0
2725a,45.0
4640a,30.0
15828a,37.0
6835a,60.0
16866a,51.0
27129a,35.0
21246a,40.0
31078a,46.0
7147a,20.0
14602a,29.0
8395a,41.0
30159a,29.0
13384a,32.0
26830a,32.0
18265a,50.0
20157a,18.0
18434a,39.0
20764a,25.0
28866a,47.0
30158a,56.0
2857a,46.0
26254a,39.0
6187a,43.0
3642a,23.0
26160a,61.0
31866a,27.0
17757a,42.0
28580a,43.0
4979a,45.0
13325a,33.0
9697a,45.0
5188a,66.0
16869a,53.0
16215a,30.0
17721a,25.0
17720a,22.0
26687a,25.0
20552a,21.0
20134a,21.0
28734a,22.0
6694a,42.0
28584a,52.0
32245a,58.0
17522a,29.0
15242a,40.0
25682a,27.0
24087a,25.0
31178a,50.0
10863a,49.0
14668a,34.0
7533a,39.0
2369a,25.0
17935a,39.0
1926a,30.0
