ifa,age,workclass,fnlwgt,education,income,dt_1,dt_2
3404a,26,Private,31350,11th,<=50K,7/20/19 6:13,7/30/19 6:13
3405a,41,Private,243607,5th-6th,<=50K,7/20/19 7:09,7/28/19 7:09
3406a,47,Local-gov,134671,Some-college,<=50K,7/20/19 7:19,7/25/19 7:19
3407a,31,Private,197023,Assoc-voc,<=50K,7/20/19 8:43,7/28/19 8:43
3408a,52,Private,117674,Some-college,>50K,7/20/19 11:10,7/31/19 11:10
3409a,29,Private,169815,Assoc-acdm,>50K,7/20/19 20:04,7/30/19 20:04
3410a,43,Private,598606,,<=50K,7/20/19 20:18,7/31/19 20:18
3411a,42,Federal-gov,122861,Masters,>50K,7/20/19 23:10,7/30/19 23:10
3412a,35,Private,166235,Some-college,<=50K,7/21/19 0:14,7/25/19 0:14
3413a,41,Private,187821,HS-grad,<=50K,7/21/19 0:24,7/29/19 0:24
3414a,34,Private,340940,Bachelors,>50K,7/21/19 1:58,7/31/19 1:58
3415a,52,Self-emp-not-inc,194791,Some-college,<=50K,7/21/19 2:50,8/2/19 2:50
3416a,61,Private,231323,Some-college,<=50K,7/21/19 2:52,7/31/19 2:52
3417a,39,Local-gov,305597,HS-grad,<=50K,7/21/19 3:18,7/25/19 3:18
3418a,19,Private,25429,Some-college,<=50K,7/21/19 3:51,7/31/19 3:51
3419a,46,State-gov,192779,Bachelors,>50K,7/21/19 7:23,7/27/19 7:23
3420a,39,Private,346478,Some-college,<=50K,7/21/19 7:52,7/26/19 7:52
3421a,22,Private,341368,Some-college,<=50K,7/21/19 8:13,8/2/19 8:13
3422a,30,State-gov,295612,HS-grad,<=50K,7/21/19 10:00,7/27/19 10:00
3423a,40,Private,168936,Assoc-voc,<=50K,7/21/19 10:48,7/25/19 10:48
3424a,43,Private,218558,Bachelors,<=50K,7/21/19 11:09,7/24/19 11:09
3425a,37,Private,336598,5th-6th,<=50K,7/21/19 19:09,8/2/19 19:09
3426a,23,Private,308205,Assoc-acdm,<=50K,7/21/19 19:16,7/27/19 19:16
3427a,39,Local-gov,357173,Assoc-acdm,<=50K,7/21/19 22:35,7/23/19 22:35
3428a,54,Private,457237,Masters,<=50K,7/21/19 23:09,7/28/19 23:09
3429a,46,Self-emp-inc,284799,Some-college,<=50K,7/22/19 3:44,8/1/19 3:44
3430a,20,Private,179423,Some-college,<=50K,7/22/19 4:42,7/26/19 4:42
3431a,50,Self-emp-not-inc,363405,Bachelors,>50K,7/22/19 11:11,7/30/19 11:11
3432a,17,Private,139183,10th,<=50K,7/22/19 20:33,8/3/19 20:33
3433a,36,Private,203482,HS-grad,<=50K,7/23/19 0:08,7/31/19 0:08
3434a,37,Private,112554,HS-grad,<=50K,7/23/19 1:05,7/30/19 1:05
3435a,53,Private,99476,HS-grad,<=50K,7/23/19 2:37,7/28/19 2:37
3436a,50,Private,93690,HS-grad,>50K,7/23/19 2:47,7/30/19 2:47
3437a,38,Private,220585,HS-grad,<=50K,7/23/19 4:11,7/25/19 4:11
3438a,63,Self-emp-not-inc,194638,HS-grad,<=50K,7/23/19 4:18,7/29/19 4:18
3439a,53,Private,154785,HS-grad,>50K,7/23/19 5:06,7/29/19 5:06
3440a,40,?,162108,Bachelors,<=50K,7/23/19 6:00,8/2/19 6:00
3441a,23,Self-emp-inc,214542,Some-college,<=50K,7/23/19 7:37,7/29/19 7:37
3442a,20,Private,161922,HS-grad,<=50K,7/23/19 7:58,8/3/19 7:58
3443a,46,Private,207940,Some-college,>50K,7/23/19 10:27,8/2/19 10:27
3444a,28,Private,259351,10th,<=50K,7/24/19 0:13,8/2/19 0:13
3445a,59,Private,208395,Masters,<=50K,7/24/19 0:22,7/26/19 0:22
3446a,41,Private,116391,Bachelors,>50K,7/24/19 2:22,8/2/19 2:22
3447a,33,Private,239781,Preschool,<=50K,7/24/19 7:05,7/31/19 7:05
3448a,56,Private,174351,12th,<=50K,7/24/19 7:39,8/5/19 7:39
3449a,50,Self-emp-not-inc,44368,HS-grad,>50K,7/24/19 8:09,7/27/19 8:09
3450a,31,Local-gov,188798,Bachelors,<=50K,7/24/19 10:26,8/2/19 10:26
3451a,41,Private,50122,Assoc-voc,<=50K,7/24/19 11:20,7/27/19 11:20
3452a,38,Private,111398,Bachelors,>50K,7/24/19 16:32,7/28/19 16:32
3453a,25,State-gov,152035,Assoc-acdm,<=50K,7/25/19 0:19,8/3/19 0:19
3454a,18,?,139003,HS-grad,<=50K,7/25/19 0:26,8/3/19 0:26
3455a,49,Local-gov,249289,Bachelors,<=50K,7/25/19 4:29,8/4/19 4:29
3456a,39,Private,257726,Some-college,<=50K,7/25/19 4:42,7/29/19 4:42
3457a,22,?,113175,Some-college,<=50K,7/25/19 4:45,8/1/19 4:45
3458a,21,Private,151158,Some-college,<=50K,7/25/19 6:34,8/3/19 6:34
3459a,35,Private,465326,Bachelors,<=50K,7/25/19 7:35,8/1/19 7:35
3460a,21,?,356772,HS-grad,<=50K,7/25/19 8:07,8/5/19 8:07
3461a,38,Private,364782,HS-grad,>50K,7/25/19 8:07,8/3/19 8:07
3462a,55,Private,198385,7th-8th,<=50K,7/25/19 8:50,8/3/19 8:50
3463a,31,Private,329301,HS-grad,<=50K,7/25/19 10:37,7/28/19 10:37
3464a,17,Self-emp-inc,254859,11th,<=50K,7/25/19 11:00,8/2/19 11:00
3465a,31,Private,203488,Bachelors,>50K,7/25/19 22:41,7/28/19 22:41
3466a,25,Local-gov,222800,Bachelors,<=50K,7/25/19 23:32,7/29/19 23:32
3467a,39,Private,96452,Masters,>50K,7/26/19 0:26,8/3/19 0:26
3468a,50,Private,170050,7th-8th,<=50K,7/26/19 0:28,7/31/19 0:28
3469a,38,Local-gov,116580,Bachelors,>50K,7/26/19 3:03,8/1/19 3:03
3470a,50,Private,400004,Some-college,<=50K,7/26/19 5:12,7/31/19 5:12
3471a,63,Private,183608,10th,<=50K,7/26/19 7:32,8/2/19 7:32
3472a,31,Private,194055,HS-grad,<=50K,7/26/19 7:43,8/7/19 7:43
3473a,23,Private,210443,Bachelors,<=50K,7/26/19 9:38,8/7/19 9:38
3474a,18,Private,43272,Some-college,<=50K,7/26/19 10:48,8/3/19 10:48
3475a,43,Local-gov,108945,Bachelors,<=50K,7/26/19 16:09,8/1/19 16:09
3476a,34,Private,114691,Some-college,>50K,7/26/19 19:58,7/28/19 19:58
3477a,18,Private,304169,11th,<=50K,7/26/19 19:59,7/28/19 19:59
3478a,46,Private,503923,HS-grad,>50K,7/26/19 20:30,7/31/19 20:30
3479a,35,Private,340428,Bachelors,>50K,7/26/19 21:11,8/2/19 21:11
3480a,46,State-gov,106705,Masters,<=50K,7/27/19 0:28,8/7/19 0:28
3481a,59,Private,146391,Assoc-voc,>50K,7/27/19 3:01,8/5/19 3:01
3482a,31,Private,235389,7th-8th,<=50K,7/27/19 3:45,8/4/19 3:45
3483a,27,Private,39665,HS-grad,<=50K,7/27/19 4:13,8/4/19 4:13
3484a,41,Private,113823,Masters,<=50K,7/27/19 4:19,8/7/19 4:19
3485a,42,Private,217826,HS-grad,<=50K,7/27/19 7:21,8/8/19 7:21
3486a,55,Private,349304,Bachelors,>50K,7/27/19 8:26,7/30/19 8:26
3487a,34,?,197688,HS-grad,<=50K,7/27/19 9:25,7/30/19 9:25
3488a,44,Private,54507,HS-grad,<=50K,7/27/19 9:44,7/30/19 9:44
3489a,26,Private,117833,Bachelors,<=50K,7/27/19 11:45,8/5/19 11:45
3490a,36,Private,163396,Assoc-voc,>50K,7/27/19 20:00,8/7/19 20:00
3491a,69,Private,88566,,<=50K,7/27/19 21:00,8/5/19 21:00
3492a,33,Private,323619,Some-college,<=50K,7/28/19 1:01,8/5/19 1:01
3493a,30,Private,75755,Assoc-voc,<=50K,7/28/19 2:06,7/31/19 2:06
3494a,35,Private,148903,HS-grad,>50K,7/28/19 3:16,8/1/19 3:16
3495a,25,Private,40915,Bachelors,>50K,7/28/19 3:24,8/5/19 3:24
3496a,21,Private,182606,Some-college,<=50K,7/28/19 3:34,8/1/19 3:34
3497a,18,Private,131033,11th,<=50K,7/28/19 4:54,8/4/19 4:54
3498a,35,Self-emp-not-inc,168475,Some-college,>50K,7/28/19 5:40,8/8/19 5:40
3499a,20,Private,121568,HS-grad,<=50K,7/28/19 6:08,8/4/19 6:08
3500a,26,Private,139098,Masters,<=50K,7/28/19 6:23,8/8/19 6:23
3501a,46,Private,357338,Bachelors,<=50K,7/28/19 8:59,8/7/19 8:59
3502a,31,Private,283268,Bachelors,<=50K,7/28/19 10:38,8/4/19 10:38
3503a,40,Private,572751,Prof-school,>50K,7/28/19 10:57,8/9/19 10:57
3504a,40,Private,315321,HS-grad,<=50K,7/28/19 11:43,8/3/19 11:43
3505a,31,Private,120461,Bachelors,<=50K,7/28/19 17:19,7/31/19 17:19
3506a,32,Self-emp-not-inc,65278,Doctorate,<=50K,7/28/19 21:15,8/8/19 21:15
3507a,23,Self-emp-not-inc,208503,Some-college,<=50K,7/28/19 23:32,8/8/19 23:32
3508a,25,Local-gov,112835,Masters,<=50K,7/29/19 4:26,8/7/19 4:26
3509a,37,Private,265038,Some-college,<=50K,7/29/19 5:50,8/9/19 5:50
3510a,18,Private,89478,Some-college,<=50K,7/29/19 7:15,8/10/19 7:15
3511a,55,Private,276229,HS-grad,<=50K,7/29/19 7:26,8/1/19 7:26
3512a,52,Private,366232,,<=50K,7/29/19 8:13,8/1/19 8:13
3513a,26,Private,152035,HS-grad,<=50K,7/29/19 9:32,8/8/19 9:32
3514a,37,Private,205339,Some-college,>50K,7/29/19 10:16,8/9/19 10:16
3515a,39,Private,75995,HS-grad,<=50K,7/29/19 11:05,8/7/19 11:05
3516a,62,Self-emp-not-inc,192236,Bachelors,>50K,7/29/19 17:30,8/4/19 17:30
3517a,19,?,188618,Some-college,<=50K,7/29/19 21:29,8/4/19 21:29
3518a,47,Private,229737,HS-grad,>50K,7/30/19 2:49,8/2/19 2:49
3519a,51,Local-gov,199688,Bachelors,>50K,7/30/19 4:06,8/2/19 4:06
3520a,55,Private,52953,HS-grad,<=50K,7/30/19 5:33,8/9/19 5:33
3521a,30,Private,221043,HS-grad,<=50K,7/30/19 6:03,8/8/19 6:03
3522a,59,Federal-gov,115389,Some-college,<=50K,7/30/19 8:18,8/4/19 8:18
3523a,45,Self-emp-not-inc,204205,10th,<=50K,7/30/19 8:26,8/9/19 8:26
3524a,52,Private,338816,Some-college,>50K,7/30/19 9:00,8/4/19 9:00
3525a,21,Private,197387,HS-grad,<=50K,7/30/19 18:56,8/5/19 18:56
3526a,31,Private,42485,HS-grad,<=50K,7/30/19 19:44,8/8/19 19:44
3527a,29,Private,367706,Some-college,<=50K,7/30/19 21:37,8/7/19 21:37
3528a,24,Private,102493,HS-grad,<=50K,7/30/19 22:19,8/10/19 22:19
3529a,17,Private,263746,10th,<=50K,7/31/19 2:27,8/12/19 2:27
3530a,47,Private,115358,HS-grad,<=50K,7/31/19 2:45,8/2/19 2:45
3531a,46,Private,189680,Some-college,>50K,7/31/19 4:16,8/6/19 4:16
3532a,32,?,282622,HS-grad,<=50K,7/31/19 4:46,8/11/19 4:46
3533a,34,Private,127651,10th,<=50K,7/31/19 5:30,8/11/19 5:30
3534a,63,Private,230823,12th,<=50K,7/31/19 6:09,8/7/19 6:09
3535a,21,Private,300812,Some-college,<=50K,7/31/19 6:48,8/4/19 6:48
3536a,18,Private,174732,HS-grad,<=50K,7/31/19 7:03,8/11/19 7:03
3537a,49,State-gov,183710,Doctorate,>50K,7/31/19 7:50,8/5/19 7:50
3538a,81,Self-emp-not-inc,137018,HS-grad,<=50K,7/31/19 8:04,8/2/19 8:04
3539a,36,Self-emp-inc,213008,Assoc-acdm,>50K,7/31/19 8:24,8/6/19 8:24
3540a,47,Private,357848,HS-grad,>50K,7/31/19 10:02,8/12/19 10:02
3541a,36,Private,165799,Masters,>50K,7/31/19 10:41,8/7/19 10:41
3542a,39,Self-emp-not-inc,188571,Assoc-voc,<=50K,7/31/19 17:33,8/4/19 17:33
3543a,46,Private,97883,Bachelors,<=50K,7/31/19 20:06,8/10/19 20:06
3544a,43,Local-gov,105862,Some-college,>50K,7/31/19 22:20,8/9/19 22:20
3545a,39,Local-gov,57424,Bachelors,<=50K,8/1/19 1:11,8/9/19 1:11
3546a,29,Private,151476,Some-college,<=50K,8/1/19 4:38,8/4/19 4:38
3547a,23,Private,129583,HS-grad,<=50K,8/1/19 5:00,8/10/19 5:00
3548a,57,Private,180920,10th,<=50K,8/1/19 12:26,8/13/19 12:26
3549a,38,Self-emp-not-inc,182416,HS-grad,<=50K,8/1/19 19:52,8/7/19 19:52
3550a,25,Private,251915,Bachelors,<=50K,8/1/19 21:23,8/13/19 21:23
3551a,39,Local-gov,187127,Some-college,<=50K,8/2/19 1:01,8/14/19 1:01
3552a,24,Private,69045,Some-college,<=50K,8/2/19 4:00,8/14/19 4:00
3553a,56,Private,192869,Masters,>50K,8/2/19 8:01,8/10/19 8:01
3554a,39,Private,74163,12th,<=50K,8/2/19 15:20,8/13/19 15:20
3555a,23,Private,60847,Assoc-voc,<=50K,8/2/19 20:51,8/9/19 20:51
3556a,17,?,213055,11th,<=50K,8/2/19 22:45,8/5/19 22:45
3557a,67,Self-emp-not-inc,116057,HS-grad,<=50K,8/3/19 2:28,8/7/19 2:28
3558a,41,Private,82393,Bachelors,<=50K,8/3/19 5:44,8/8/19 5:44
3559a,24,Local-gov,134181,Bachelors,<=50K,8/3/19 7:40,8/12/19 7:40
3560a,51,Private,159910,Bachelors,>50K,8/3/19 9:23,8/15/19 9:23
3561a,30,Self-emp-inc,117570,HS-grad,<=50K,8/3/19 22:11,8/13/19 22:11
3562a,47,Self-emp-inc,214169,HS-grad,>50K,8/4/19 2:09,8/13/19 2:09
3563a,56,Private,56331,HS-grad,<=50K,8/4/19 3:44,8/11/19 3:44
3564a,51,Private,35576,HS-grad,<=50K,8/4/19 4:47,8/16/19 4:47
3565a,57,Self-emp-not-inc,149168,Some-college,<=50K,8/4/19 6:16,8/13/19 6:16
3566a,34,Private,157165,Some-college,<=50K,8/4/19 7:34,8/15/19 7:34
3567a,24,Private,278130,Bachelors,<=50K,8/4/19 7:40,8/15/19 7:40
3568a,57,Private,257200,HS-grad,<=50K,8/4/19 8:50,8/16/19 8:50
3569a,38,Private,283122,HS-grad,>50K,8/4/19 12:10,8/14/19 12:10
3570a,23,Private,580248,HS-grad,<=50K,8/4/19 23:08,8/12/19 23:08
3571a,35,Private,230054,7th-8th,<=50K,8/5/19 2:32,8/17/19 2:32
3572a,58,Private,519006,HS-grad,<=50K,8/5/19 2:51,8/10/19 2:51
3573a,19,?,37332,HS-grad,<=50K,8/5/19 3:35,8/12/19 3:35
3574a,19,?,365871,7th-8th,<=50K,8/5/19 8:04,8/8/19 8:04
3575a,68,State-gov,235882,Doctorate,>50K,8/5/19 9:22,8/15/19 9:22
3576a,43,Private,336513,Some-college,>50K,8/5/19 17:50,8/7/19 17:50
3577a,17,Private,115551,11th,<=50K,8/5/19 22:25,8/15/19 22:25
3578a,53,State-gov,50048,Doctorate,>50K,8/5/19 23:24,8/12/19 23:24
3579a,37,Self-emp-inc,382802,Doctorate,>50K,8/6/19 0:39,8/10/19 0:39
3580a,21,?,180303,Bachelors,<=50K,8/6/19 4:11,8/9/19 4:11
3581a,63,Private,106023,HS-grad,>50K,8/6/19 6:16,8/12/19 6:16
3582a,31,Private,332379,Some-college,<=50K,8/6/19 8:35,8/16/19 8:35
3583a,29,Private,95465,HS-grad,<=50K,8/6/19 8:36,8/8/19 8:36
3584a,43,Local-gov,96102,Some-college,>50K,8/6/19 8:50,8/11/19 8:50
3585a,27,Private,36440,Prof-school,>50K,8/6/19 8:55,8/9/19 8:55
3586a,25,Self-emp-not-inc,209384,HS-grad,<=50K,8/6/19 9:47,8/12/19 9:47
3587a,28,Private,50814,HS-grad,<=50K,8/6/19 10:25,8/17/19 10:25
3588a,54,Private,143865,HS-grad,<=50K,8/6/19 22:30,8/18/19 22:30
3589a,74,?,104661,Some-college,<=50K,8/7/19 0:38,8/17/19 0:38
3590a,31,Local-gov,50442,Some-college,<=50K,8/7/19 0:52,8/16/19 0:52
3591a,23,Private,236601,Some-college,<=50K,8/7/19 2:01,8/19/19 2:01
3592a,19,Private,100999,Bachelors,<=50K,8/7/19 2:56,8/17/19 2:56
3593a,39,?,362685,Preschool,<=50K,8/7/19 3:21,8/13/19 3:21
3594a,61,Self-emp-not-inc,32423,HS-grad,<=50K,8/7/19 8:18,8/15/19 8:18
3595a,59,?,154236,HS-grad,>50K,8/7/19 8:58,8/9/19 8:58
3596a,27,Self-emp-inc,153546,Assoc-voc,>50K,8/7/19 22:15,8/18/19 22:15
3597a,19,Private,182355,Some-college,<=50K,8/8/19 2:34,8/15/19 2:34
3598a,23,?,191444,HS-grad,<=50K,8/8/19 3:58,8/20/19 3:58
3599a,25,Local-gov,44216,HS-grad,<=50K,8/8/19 6:28,8/15/19 6:28
3600a,40,Private,97688,Some-college,>50K,8/8/19 8:05,8/12/19 8:05
3601a,53,Private,209022,11th,<=50K,8/8/19 8:26,8/19/19 8:26
3602a,32,Private,96016,Bachelors,<=50K,8/8/19 9:44,8/15/19 9:44
3603a,72,Self-emp-not-inc,52138,Doctorate,>50K,8/8/19 19:52,8/11/19 19:52
3604a,61,Private,159046,7th-8th,<=50K,8/8/19 22:37,8/18/19 22:37
3605a,42,Private,138634,HS-grad,<=50K,8/9/19 1:20,8/16/19 1:20
3606a,17,Private,130125,10th,<=50K,8/9/19 1:51,8/12/19 1:51
3607a,73,Private,247355,HS-grad,<=50K,8/9/19 3:43,8/11/19 3:43
3608a,41,Self-emp-not-inc,227065,Some-college,<=50K,8/9/19 4:32,8/18/19 4:32
3609a,23,Private,244771,Some-college,<=50K,8/9/19 5:53,8/11/19 5:53
3610a,23,Private,215616,HS-grad,<=50K,8/9/19 6:26,8/16/19 6:26
3611a,65,Private,386672,Assoc-voc,<=50K,8/9/19 6:50,8/19/19 6:50
3612a,45,Self-emp-inc,177543,HS-grad,<=50K,8/9/19 7:41,8/13/19 7:41
3613a,52,Federal-gov,617021,Bachelors,>50K,8/9/19 8:08,8/20/19 8:08
3614a,24,Local-gov,117109,Bachelors,<=50K,8/9/19 8:34,8/19/19 8:34
3615a,23,Private,373550,Assoc-voc,<=50K,8/9/19 9:01,8/19/19 9:01
3616a,30,Private,19847,Some-college,<=50K,8/9/19 9:12,8/17/19 9:12
3617a,26,Private,189590,Bachelors,<=50K,8/9/19 9:41,8/14/19 9:41
3618a,37,Self-emp-not-inc,58343,HS-grad,<=50K,8/9/19 10:13,8/17/19 10:13
3619a,17,Private,354201,HS-grad,<=50K,8/9/19 11:32,8/12/19 11:32
3620a,31,Private,119422,HS-grad,<=50K,8/9/19 19:30,8/11/19 19:30
3621a,52,Private,363405,HS-grad,<=50K,8/9/19 23:37,8/20/19 23:37
3622a,63,Private,181863,Bachelors,<=50K,8/10/19 2:44,8/15/19 2:44
3623a,27,Private,194472,HS-grad,<=50K,8/10/19 3:58,8/20/19 3:58
3624a,31,Private,247328,,<=50K,8/10/19 5:34,8/22/19 5:34
3625a,71,Self-emp-not-inc,130731,HS-grad,<=50K,8/10/19 5:54,8/22/19 5:54
3626a,35,Private,236910,Bachelors,<=50K,8/10/19 6:29,8/13/19 6:29
3627a,44,Private,378251,HS-grad,<=50K,8/10/19 7:28,8/15/19 7:28
3628a,36,Private,120760,Masters,<=50K,8/10/19 7:46,8/18/19 7:46
3629a,22,Private,203182,Bachelors,<=50K,8/10/19 8:23,8/19/19 8:23
3630a,32,Private,130304,HS-grad,<=50K,8/10/19 9:30,8/21/19 9:30
3631a,30,Local-gov,352542,Bachelors,<=50K,8/10/19 11:14,8/18/19 11:14
3632a,60,?,191024,HS-grad,<=50K,8/10/19 11:59,8/18/19 11:59
3633a,25,Private,197728,Some-college,<=50K,8/10/19 22:22,8/12/19 22:22
3634a,76,Private,316185,7th-8th,<=50K,8/10/19 22:25,8/13/19 22:25
3635a,41,Private,89226,HS-grad,<=50K,8/11/19 3:20,8/20/19 3:20
3636a,26,Private,292353,7th-8th,<=50K,8/11/19 4:50,8/23/19 4:50
3637a,45,Private,304570,12th,<=50K,8/11/19 4:57,8/21/19 4:57
3638a,32,Private,180296,Some-college,<=50K,8/11/19 5:07,8/18/19 5:07
3639a,22,Private,361487,HS-grad,<=50K,8/11/19 5:42,8/19/19 5:42
3640a,39,Private,218490,Bachelors,>50K,8/11/19 6:46,8/22/19 6:46
3641a,63,Self-emp-not-inc,231777,Bachelors,<=50K,8/11/19 7:48,8/22/19 7:48
3642a,23,Private,189832,Assoc-acdm,<=50K,8/11/19 8:33,8/21/19 8:33
3643a,61,Private,232308,10th,<=50K,8/11/19 8:51,8/15/19 8:51
3644a,31,State-gov,33308,Assoc-voc,<=50K,8/11/19 9:34,8/14/19 9:34
3645a,25,Private,333677,,<=50K,8/11/19 9:38,8/22/19 9:38
3646a,33,Private,170651,HS-grad,<=50K,8/11/19 9:52,8/20/19 9:52
3647a,39,Private,343403,HS-grad,<=50K,8/11/19 9:56,8/13/19 9:56
3648a,53,Private,166386,Bachelors,<=50K,8/11/19 10:12,8/19/19 10:12
3649a,26,Federal-gov,48099,Bachelors,<=50K,8/11/19 11:23,8/14/19 11:23
3650a,21,Private,143062,Some-college,<=50K,8/11/19 17:45,8/22/19 17:45
3651a,18,Private,104704,HS-grad,<=50K,8/11/19 18:03,8/18/19 18:03
3652a,34,Private,30497,Bachelors,>50K,8/11/19 19:18,8/20/19 19:18
3653a,44,State-gov,174325,Masters,>50K,8/11/19 19:49,8/23/19 19:49
3654a,31,Private,286675,HS-grad,<=50K,8/11/19 19:50,8/16/19 19:50
3655a,44,Private,59474,HS-grad,>50K,8/11/19 20:14,8/15/19 20:14
3656a,42,Private,378384,Prof-school,>50K,8/11/19 20:29,8/14/19 20:29
3657a,43,Private,245842,HS-grad,<=50K,8/11/19 22:22,8/16/19 22:22
3658a,33,Private,274222,Bachelors,>50K,8/11/19 23:38,8/16/19 23:38
3659a,21,Private,342575,Some-college,<=50K,8/12/19 1:31,8/22/19 1:31
3660a,30,Private,206051,HS-grad,>50K,8/12/19 2:26,8/20/19 2:26
3661a,55,Private,234213,HS-grad,<=50K,8/12/19 2:43,8/15/19 2:43
3662a,57,Private,145189,Some-college,<=50K,8/12/19 2:47,8/22/19 2:47
3663a,37,Private,233490,HS-grad,<=50K,8/12/19 4:35,8/22/19 4:35
3664a,32,Private,344129,HS-grad,>50K,8/12/19 5:03,8/16/19 5:03
3665a,62,Self-emp-not-inc,171315,Bachelors,>50K,8/12/19 6:41,8/20/19 6:41
3666a,31,Self-emp-not-inc,181485,Bachelors,>50K,8/12/19 6:53,8/20/19 6:53
3667a,51,Private,255412,Bachelors,>50K,8/12/19 7:47,8/15/19 7:47
3668a,37,Private,262409,Masters,<=50K,8/12/19 8:18,8/23/19 8:18
3669a,45,Private,199590,5th-6th,<=50K,8/12/19 9:43,8/23/19 9:43
3670a,47,Private,84726,Some-college,<=50K,8/12/19 9:57,8/22/19 9:57
3671a,31,?,226883,HS-grad,<=50K,8/12/19 10:14,8/19/19 10:14
3672a,75,Self-emp-not-inc,184335,11th,<=50K,8/12/19 18:58,8/23/19 18:58
3673a,43,Private,102025,Masters,<=50K,8/12/19 19:36,8/23/19 19:36
3674a,39,Private,183898,Assoc-acdm,>50K,8/12/19 20:57,8/18/19 20:57
3675a,30,Private,55291,Bachelors,>50K,8/12/19 22:19,8/17/19 22:19
3676a,27,Private,150025,5th-6th,<=50K,8/13/19 2:10,8/20/19 2:10
3677a,44,Private,100584,HS-grad,<=50K,8/13/19 2:58,8/22/19 2:58
3678a,53,Local-gov,181755,Masters,>50K,8/13/19 3:06,8/20/19 3:06
3679a,40,Private,150528,Bachelors,<=50K,8/13/19 3:43,8/25/19 3:43
3680a,18,Private,107277,11th,<=50K,8/13/19 5:50,8/17/19 5:50
3681a,33,Private,247205,Bachelors,<=50K,8/13/19 6:00,8/23/19 6:00
3682a,20,Private,291979,HS-grad,<=50K,8/13/19 8:43,8/21/19 8:43
3683a,38,Private,270985,Some-college,<=50K,8/13/19 14:22,8/21/19 14:22
3684a,48,Private,62605,HS-grad,<=50K,8/13/19 20:20,8/20/19 20:20
3685a,46,Self-emp-not-inc,176863,HS-grad,<=50K,8/13/19 21:25,8/25/19 21:25
3686a,51,Private,53197,HS-grad,<=50K,8/13/19 22:37,8/22/19 22:37
3687a,35,Self-emp-not-inc,267776,HS-grad,<=50K,8/14/19 3:49,8/17/19 3:49
3688a,24,Private,308205,7th-8th,<=50K,8/14/19 4:21,8/24/19 4:21
3689a,30,Private,306383,Some-college,<=50K,8/14/19 4:22,8/24/19 4:22
3690a,70,Private,35494,HS-grad,<=50K,8/14/19 7:02,8/23/19 7:02
3691a,26,Private,291968,HS-grad,<=50K,8/14/19 8:37,8/26/19 8:37
3692a,34,Private,80933,HS-grad,<=50K,8/14/19 9:09,8/16/19 9:09
3693a,46,Private,271828,HS-grad,>50K,8/14/19 10:22,8/19/19 10:22
3694a,70,Private,121993,HS-grad,<=50K,8/14/19 13:25,8/18/19 13:25
3695a,37,Local-gov,31023,Some-college,<=50K,8/14/19 21:39,8/23/19 21:39
3696a,36,Self-emp-not-inc,36425,Some-college,<=50K,8/15/19 0:43,8/18/19 0:43
3697a,23,Private,407684,,<=50K,8/15/19 1:16,8/17/19 1:16
3698a,28,Private,241895,HS-grad,<=50K,8/15/19 2:21,8/26/19 2:21
3699a,44,Self-emp-not-inc,158555,Some-college,>50K,8/15/19 6:06,8/17/19 6:06
3700a,58,Private,140363,HS-grad,<=50K,8/15/19 6:45,8/25/19 6:45
3701a,53,Private,123429,Some-college,>50K,8/15/19 6:56,8/20/19 6:56
3702a,23,Private,40060,Some-college,<=50K,8/15/19 7:12,8/18/19 7:12
3703a,26,Private,290286,HS-grad,<=50K,8/15/19 7:59,8/20/19 7:59
3704a,21,?,249271,Some-college,<=50K,8/15/19 13:11,8/23/19 13:11
3705a,34,Local-gov,106169,Masters,<=50K,8/15/19 16:27,8/21/19 16:27
3706a,43,Private,76487,11th,<=50K,8/15/19 18:31,8/21/19 18:31
3707a,22,Private,437994,Some-college,<=50K,8/15/19 20:32,8/20/19 20:32
3708a,41,Private,113555,Some-college,>50K,8/15/19 23:08,8/27/19 23:08
3709a,36,Private,160120,HS-grad,<=50K,8/16/19 3:54,8/25/19 3:54
3710a,41,Local-gov,343079,Bachelors,<=50K,8/16/19 6:48,8/20/19 6:48
3711a,27,Private,406662,HS-grad,<=50K,8/16/19 7:18,8/21/19 7:18
3712a,42,Self-emp-not-inc,37618,Some-college,<=50K,8/16/19 7:59,8/22/19 7:59
3713a,27,Private,114158,Assoc-voc,<=50K,8/16/19 10:16,8/28/19 10:16
3714a,41,Private,115562,HS-grad,<=50K,8/16/19 11:24,8/19/19 11:24
3715a,32,Private,353994,Bachelors,>50K,8/16/19 12:24,8/22/19 12:24
3716a,21,Private,344891,Some-college,<=50K,8/16/19 13:20,8/19/19 13:20
3717a,44,Private,286750,Bachelors,>50K,8/16/19 19:32,8/27/19 19:32
3718a,29,Private,194197,Bachelors,<=50K,8/16/19 19:37,8/25/19 19:37
3719a,19,Self-emp-not-inc,206599,Some-college,<=50K,8/16/19 21:12,8/26/19 21:12
3720a,21,Local-gov,596776,Some-college,<=50K,8/16/19 22:51,8/24/19 22:51
3721a,46,Private,56841,HS-grad,<=50K,8/16/19 23:23,8/27/19 23:23
3722a,38,Private,112561,Bachelors,>50K,8/17/19 4:28,8/29/19 4:28
3723a,43,Private,147110,Some-college,>50K,8/17/19 4:54,8/29/19 4:54
3724a,54,Self-emp-inc,175339,HS-grad,>50K,8/17/19 5:09,8/23/19 5:09
