"Feature Name","Feature Description",Industry,Usecase,Source
is_hot_login,"1 if the login belongs to the hot list; 0 otherwise",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
is_guest_login,"1 if the login is a guest login; 0 otherwise",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
num_same_host,"number of connections to the same host as the current connection in the past two seconds",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_serror_rate,"% of connections that have SYN errors",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_rerror_rate,"% of connections that have REJ errors",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_same_host_rate,"% of connections to the same service",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_diff_host_rate,"% of connections to different services",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_count,"number of connections to the same service as the current connection in the past two seconds",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
srv_diff_host_rate,"% of connections to different hosts",telecommunication,"network traffic analysis and prediction",https://arxiv.org/pdf/1507.05722.pdf
connection_duration,"length (number of seconds) of the connection",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
protocol_type,"type of the protocol, e.g. tcp, udp, etc.",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
network_service,"network service on the destination, e.g., http, telnet, etc.",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
src_bytes,"number of data bytes from source to destination",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
dst_bytes,"number of data bytes from destination to source",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
connection_flag,"normal or error status of the connection",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
same_host_flag,"1 if connection is from/to the same host/port; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_wrong_fragment,"number of wrong fragments",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_urgent_packet,"number of urgent packets",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_hot,"number of hot indicators",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_failed_logins,"number of failed login attempts",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
logged_in_flag,"1 if successfully logged in; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_compromised,"number of compromised conditions",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
root_shell_flag,"1 if root shell is obtained; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
su_attempted_flag,"1 if su root command attempted; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_root,"number of root accesses",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_file_creations,"number of file creation operations",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_shells,"number of shell prompts",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_access_files,"number of operations on access control files",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_outbound_cmds,"number of outbound commands in an ftp session",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
is_hot_login,"1 if the login belongs to the hot list; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
is_guest_login,"1 if the login is a guest login; 0 otherwise",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
num_same_host,"number of connections to the same host as the current connection in the past two seconds",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_serror_rate,"% of connections that have SYN errors",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_rerror_rate,"% of connections that have REJ errors",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_same_host_rate,"% of connections to the same service",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_diff_host_rate,"% of connections to different services",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_count,"number of connections to the same service as the current connection in the past two seconds",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
srv_diff_host_rate,"% of connections to different hosts",telecommunication,"network traffic analysis and prediction",http://kdd.ics.uci.edu/databases/kddcup99/task.html
bs,"Identity of each cellular base station in the public data",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
time_hour,"Hourly timestamp in UNIX epoch time (time zone GMT+8)",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
num_users,"Number of active users associated with specific base station and hour",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
num_packets,"Number of transferred packets associated with specific base station and hour",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
bytes,"A number of transferred bytes associated with a specific base station and hour",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
lon,"Relative longitude of the given base station",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
lat,"Relative latitude of the given base station",telecommunication,"network traffic analysis and prediction",https://www.researchgate.net/publication/342184961_ECMCRR-MPDNL_for_Cellular_Network_Traffic_Prediction_with_Big_Data
"page name","Name of the page visited",telecommunication,"network traffic analysis and prediction",https://www.kaggle.com/c/web-traffic-time-series-forecasting/data
page_visit_date,"Date of visiting the wikipedia pages",telecommunication,"network traffic analysis and prediction",https://www.kaggle.com/c/web-traffic-time-series-forecasting/data
num_page_visit,"Number of times a page visited in a day",telecommunication,"network traffic analysis and prediction",https://www.kaggle.com/c/web-traffic-time-series-forecasting/data
"page name","Name of the page visited",telecommunication,"network traffic analysis and prediction",https://towardsdatascience.com/web-traffic-forecasting-f6152ca240cb
page_visit_date,"Date of visiting the wikipedia pages",telecommunication,"network traffic analysis and prediction",https://towardsdatascience.com/web-traffic-forecasting-f6152ca240cb
num_page_visit,"Number of times a page visited in a day",telecommunication,"network traffic analysis and prediction",https://towardsdatascience.com/web-traffic-forecasting-f6152ca240cb
"average call distance","Time between two consecutive call",telecommunication,"personality prediction",https://web.media.mit.edu/~yva/papers/deMontjoye2013predicting.pdf
"sms events","the number of SMS per day with corresponding charging units",telecommunication,"personality prediction",https://web.media.mit.edu/~yva/papers/deMontjoye2013predicting.pdf
"basic phone use","number of calls, number of texts",telecommunication,"personality prediction",https://web.media.mit.edu/~yva/papers/deMontjoye2013predicting.pdf
