"Feature Name","Feature Description",Industry,Usecase
daysSinceLastOrder,"days Since Last Order",retail,"customer lifetime value prediction"
medianDaysSinceOrder,"median Days Since Order",retail,"customer lifetime value prediction"
numberOfUniqueSubcategories,"number Of Unique Subcategories",retail,"customer lifetime value prediction"
meanDaysSinceOrder,"mean Days Since Order",retail,"customer lifetime value prediction"
minOrderProfit,"min Order Profit",retail,"customer lifetime value prediction"
numberOfUniqueBrands,"number Of Unique Brands",retail,"customer lifetime value prediction"
numberOfUniqueItems,"number Of Unique Items",retail,"customer lifetime value prediction"
subcategoryNumberOfOrderIndicator,"Number of Order for each subcategory",retail,"customer lifetime value prediction"
maxOrderProfit,"max Order Profit",retail,"customer lifetime value prediction"
maxRelativeNumberOfRepurchases,"max Relative Number Of Repurchases",retail,"customer lifetime value prediction"
meanGapBetweenOrders,"mean Gap Between Orders",retail,"customer lifetime value prediction"
maxRelativeNumberOfCustReordItem,"max Relative Number Of Customer Reorder Item",retail,"customer lifetime value prediction"
meanOrderProfit,"mean Order Profit",retail,"customer lifetime value prediction"
marital_status," is the client married (Yes, No)","banking financial service and insurance","customer lifetime value prediction"
gender,"Gender of the client","banking financial service and insurance","customer lifetime value prediction"
location,"Customer location including city and region","banking financial service and insurance","customer lifetime value prediction"
age,"age of customer","banking financial service and insurance","customer lifetime value prediction"
income,"annual income of customer","banking financial service and insurance","customer lifetime value prediction"
