ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
1482a,1,1,,Private,1,5.40793789,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
1638a,1,1,,Private,1,4.952879584,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,2202,0,1,United-States,<=50K,0
1869a,1,1,,Private,1,5.272366159,,1,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
2262a,1,1,,Private,1,5.611322808,Bachelors,1,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,1,United-States,<=50K,0
2494a,1,1,,Private,1,5.618591932,11th,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
2655a,1,1,,Private,1,5.267314905,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K,0
2695a,1,1,,Private,1,5.554653882,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,1,United-States,<=50K,0
3558a,1,1,,Private,1,4.915890316,Bachelors,1,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K,0
3568a,1,1,,Private,1,5.410270964,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
3690a,1,1,,Private,1,4.550154945,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
4587a,1,1,,Private,1,5.183383742,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
4628a,1,1,,?,1,5.297712375,7th-8th,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
5029a,1,1,,Private,1,5.619264509,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,1,Mexico,<=50K,0
5236a,1,1,,Private,1,5.433408171,11th,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
5386a,1,1,,Private,1,5.240359515,,1,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,1,Puerto-Rico,>50K,0
6553a,1,1,,Private,1,5.285420023,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
6772a,1,1,,Private,1,5.368517455,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
6810a,1,1,,Private,1,5.280170744,Some-college,1,Divorced,Exec-managerial,Other-relative,Black,Male,0,0,1,United-States,<=50K,0
6975a,1,1,,Private,1,5.297515399,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
7234a,1,1,,Private,1,4.814414088,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
7244a,1,1,,Local-gov,1,5.456160986,Bachelors,1,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
7916a,1,1,,Private,1,5.365162142,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,Mexico,<=50K,0
8056a,1,1,,Private,1,5.31314772,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,Thailand,>50K,0
8330a,1,1,,Private,1,5.228354155,HS-grad,1,Separated,Adm-clerical,Unmarried,White,Male,0,0,1,Puerto-Rico,<=50K,0
10178a,1,1,,Private,1,5.551285276,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
10468a,1,1,,Private,1,5.474380915,Some-college,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10507a,1,1,,Private,1,4.542140469,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
10531a,1,1,,Local-gov,1,5.368623402,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
10736a,1,1,,Private,1,5.238923846,Assoc-voc,1,,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11085a,1,1,,Private,1,5.424999174,10th,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,El-Salvador,<=50K,0
11901a,1,1,,Private,1,5.373910101,12th,1,Divorced,Protective-serv,Own-child,White,Male,0,0,1,Mexico,<=50K,0
12059a,1,1,,Self-emp-not-inc,1,5.100139549,Prof-school,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K,0
12584a,1,1,,Private,1,,HS-grad,1,Divorced,Transport-moving,Not-in-family,White,Male,0,1741,1,United-States,<=50K,0
13072a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,1,United-States,<=50K,0
13752a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,1,Mexico,<=50K,0
13934a,1,1,,?,1,,HS-grad,1,Never-married,?,Other-relative,Asian-Pac-Islander,Male,0,0,1,South,<=50K,0
14013a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K,0
14578a,1,1,,Local-gov,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,?,<=50K,0
14747a,1,1,,?,1,,Bachelors,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
15106a,1,1,,Self-emp-inc,1,,Some-college,1,Divorced,Sales,Own-child,White,Male,0,0,1,United-States,>50K,0
16991a,1,1,,Private,1,,Assoc-voc,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,Ireland,<=50K,0
17034a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
17510a,1,1,,Private,1,,HS-grad,1,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
17724a,1,1,,?,1,,11th,1,Never-married,?,Own-child,White,Female,0,0,1,United-States,<=50K,0
17782a,1,1,,Private,1,,Doctorate,1,,Prof-specialty,Unmarried,,Female,0,0,1,United-States,<=50K,0
18061a,1,1,,Local-gov,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
18719a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K,0
18742a,1,1,,Private,1,,10th,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
18773a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Divorced,Sales,Not-in-family,White,Female,3674,0,1,United-States,<=50K,0
19023a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
19527a,1,1,,Local-gov,1,,Bachelors,1,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,1,Vietnam,<=50K,0
19958a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
20080a,1,1,,Federal-gov,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
20271a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
20487a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
21090a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K,0
21228a,1,1,,Private,1,,HS-grad,1,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
21619a,1,1,,Private,1,,,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,1,United-States,<=50K,0
21858a,1,1,,?,1,,HS-grad,1,Never-married,?,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
22198a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,1,South,>50K,0
22845a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,3818,0,1,United-States,<=50K,0
23186a,1,1,,Private,1,,Bachelors,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
23658a,1,1,,Private,1,,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
23857a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
24767a,1,1,,Private,1,,Bachelors,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,Germany,<=50K,0
25325a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,>50K,0
25367a,1,1,,Private,1,,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,1,Nicaragua,<=50K,0
25968a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
26263a,1,1,,Private,1,,HS-grad,1,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
26465a,1,1,,Private,1,,12th,1,Divorced,Transport-moving,Other-relative,Black,Male,0,0,1,United-States,<=50K,0
26841a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,>50K,0
26978a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,1,United-States,>50K,0
27440a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,>50K,0
27666a,1,1,,?,1,,11th,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
28029a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,1,United-States,<=50K,0
28946a,1,1,,Private,1,,10th,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
29100a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,<=50K,0
29108a,1,1,,Private,1,,Some-college,1,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
29262a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,1,United-States,>50K,0
29315a,1,1,,State-gov,1,,Some-college,1,Separated,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K,0
29861a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K,0
30682a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,15024,0,1,United-States,>50K,0
30895a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,1,Germany,<=50K,0
31145a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
31967a,1,1,,State-gov,1,,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
32387a,1,1,,Federal-gov,1,,HS-grad,1,Married-civ-spouse,Sales,Wife,White,Male,0,0,1,United-States,>50K,0
280a,1,1,,Private,1,5.446338303,Some-college,1,Married-civ-spouse,,,,Female,,,1,United-States,>50K,0
1661a,1,1,,Local-gov,1,5.030320356,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,2002,1,United-States,<=50K,0
2272a,1,1,,Private,1,4.443669703,Assoc-voc,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
3085a,1,1,,Private,1,5.055382154,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
3151a,1,1,,Private,1,5.697913384,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
4135a,1,1,,Private,1,5.444439855,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
4329a,1,1,,Private,1,5.291701771,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
5405a,1,1,,Private,1,4.946609447,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
5431a,1,1,,Private,1,5.516758743,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
6637a,1,1,,Private,1,5.183702499,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
7112a,1,1,,Private,1,5.330184389,HS-grad,1,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
7547a,1,1,,Private,1,5.229899319,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,Italy,<=50K,0
7603a,1,1,,Self-emp-inc,1,5.194938716,HS-grad,1,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
7883a,1,1,,Private,1,5.140048994,Assoc-acdm,1,Never-married,Other-service,Not-in-family,Other,Male,0,0,1,United-States,<=50K,0
8941a,1,1,,?,1,5.275797216,Some-college,1,Divorced,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
9117a,1,1,,Private,1,5.350947367,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
9374a,1,1,,Private,1,5.351794375,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K,0
9428a,1,1,,Self-emp-inc,1,4.531159465,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
9714a,1,1,,Private,1,5.556094955,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
10505a,1,1,,Private,1,4.745652425,Bachelors,1,Never-married,Protective-serv,Not-in-family,White,Male,2907,0,1,United-States,<=50K,0
11203a,1,1,,Private,1,5.273905978,HS-grad,1,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
11858a,1,1,,Private,1,5.346835907,12th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K,0
11885a,1,1,,Private,1,5.764229201,HS-grad,1,Separated,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,>50K,0
12057a,1,1,,Private,1,5.203709924,11th,1,Never-married,Protective-serv,Own-child,White,Female,0,0,1,United-States,<=50K,0
12064a,1,1,,Private,1,4.908023671,5th-6th,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12279a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,United-States,<=50K,0
12351a,1,1,,Private,1,,HS-grad,1,Never-married,Transport-moving,Own-child,White,Female,0,0,1,United-States,<=50K,0
12718a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12777a,1,1,,Private,1,,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12780a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,1,South,>50K,0
13045a,1,1,,Private,1,,HS-grad,1,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
13241a,1,1,,Private,1,,12th,1,Never-married,Priv-house-serv,Own-child,White,Female,0,0,1,United-States,<=50K,0
13656a,1,1,,State-gov,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,15024,0,1,United-States,>50K,0
14049a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
14530a,1,1,,Self-emp-inc,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
14594a,1,1,,Private,1,,Bachelors,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K,0
14835a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,1,United-States,<=50K,0
15033a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,>50K,0
15628a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
16069a,1,1,,Private,1,,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,1,Cambodia,<=50K,0
16475a,1,1,,Self-emp-not-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
16595a,1,1,,Self-emp-not-inc,1,,7th-8th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
16637a,1,1,,Private,1,,HS-grad,1,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
16714a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
17061a,1,1,,Private,1,,,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
17310a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,1,United-States,<=50K,0
17559a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,<=50K,0
18029a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
18573a,1,1,,Private,1,,Bachelors,1,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
18749a,1,1,,Private,1,,Some-college,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
19438a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
20649a,1,1,,Local-gov,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
21136a,1,1,,Self-emp-inc,1,,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Female,0,0,1,United-States,>50K,0
22196a,1,1,,Private,1,,Bachelors,1,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
22211a,1,1,,State-gov,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,Puerto-Rico,>50K,0
23563a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
24882a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
25686a,1,1,,?,1,,HS-grad,1,Widowed,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
26599a,1,1,,?,1,,Some-college,1,Separated,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
26647a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K,0
26965a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,15024,0,1,United-States,>50K,0
27627a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
27757a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
27800a,1,1,,Private,1,,HS-grad,1,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,0,1,South,<=50K,0
28111a,1,1,,Self-emp-inc,1,,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,<=50K,0
28214a,1,1,,Local-gov,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
28851a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,1,United-States,>50K,0
29336a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
29517a,1,1,,Private,1,,Some-college,1,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K,0
29640a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
29825a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,1,United-States,<=50K,0
30077a,1,1,,Private,1,,Masters,1,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,1,United-States,>50K,0
30466a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
30914a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,99999,0,1,United-States,>50K,0
31138a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
31250a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
31298a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
31841a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,>50K,0
32198a,1,1,,State-gov,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K,0
1811a,1,1,,Private,1,5.058786521,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
2150a,1,1,,Private,1,4.878797451,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
3312a,1,1,,Private,1,5.191587933,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K,0
4089a,1,1,,Private,1,5.164831506,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
4120a,1,1,,Private,1,5.250510268,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
4210a,1,1,,Private,1,5.015778756,Some-college,1,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,<=50K,0
4367a,1,1,,Private,1,5.304888879,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
4489a,1,1,,Private,1,4.538334907,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,Canada,<=50K,0
4506a,1,1,,Private,1,5.446027395,Assoc-acdm,1,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
4712a,1,1,,Federal-gov,1,5.493696394,Assoc-voc,1,Married-civ-spouse,Protective-serv,Husband,White,Female,3908,0,1,United-States,<=50K,0
